year,exporter_country_code,importer_country_code,hs_product_code,hs_chapter,hs_description,trade_value_1000usd,trade_value_usd,quantity_metric_tons
2006,620,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),10.857,10857.0,0.018
2006,643,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),0.392,392.0,
2006,682,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),3.373,3373.0,0.006
2006,694,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),12.764,12764.0,0.022
2006,702,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),78048.269,78048269.0,131.776
2006,710,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),606.403,606403.0,1.027
2006,724,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),136.67,136670.0,0.133
2006,748,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),486.281,486281.0,0.821
2006,752,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),9.167,9167.0,0.015
2006,757,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),35.042,35042.0,0.067
2006,764,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),2024.599,2024599.0,3.418
2006,784,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),10.041,10041.0,0.017
2006,792,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),28.104,28104.0,0.059
2006,804,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),718.617,718617.0,0.079
2006,826,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1397.844,1397844.0,2.33
2006,842,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),6805.273,6805273.0,11.066
2006,36,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),3.637,3637.0,0.024
2006,40,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),16.814,16814.0,0.1
2006,76,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),9.261,9261.0,0.023
2006,100,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),2.469,2469.0,0.013
2006,124,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),31.496,31496.0,0.072
2006,156,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),383.562,383562.0,1.434
2006,203,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),20.09,20090.0,0.053
2006,233,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),12.236,12236.0,0.031
2006,246,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),101.126,101126.0,0.233
2006,251,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),105.03,105030.0,0.354
2006,276,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1282.241,1282241.0,4.7
2006,344,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),131.677,131677.0,0.344
2006,360,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),3.296,3296.0,0.008
2006,380,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),19.497,19497.0,0.042
2006,392,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),322.422,322422.0,1.62
2006,410,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),22.324,22324.0,0.056
2006,458,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),41.776,41776.0,0.194
2006,490,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),314.865,314865.0,1.129
2006,528,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),9.829,9829.0,0.088
2006,554,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),9.667,9667.0,0.041
2006,579,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),6.267,6267.0,0.016
2006,608,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1026.396,1026396.0,2.442
2006,616,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),0.173,173.0,
2006,643,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),27.604,27604.0,0.007
2006,702,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),565.86,565860.0,1.421
2006,710,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),0.23,230.0,0.001
2006,724,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),49.501,49501.0,0.126
2006,748,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),30.395,30395.0,0.076
2006,752,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),18.741,18741.0,0.038
2006,757,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),127.297,127297.0,0.41
2006,764,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),135.162,135162.0,0.34
2006,784,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),2.367,2367.0,0.006
2006,804,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),11.228,11228.0,0.002
2006,826,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1135.793,1135793.0,1.902
2006,842,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1011.923,1011923.0,4.318
2006,36,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),94.436,94436.0,1.795
2006,40,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),11.895,11895.0,0.08
2006,56,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),71.708,71708.0,0.698
2006,76,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),4.4,4400.0,0.022
2006,124,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),106.747,106747.0,0.878
2006,156,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),2865.8,2865800.0,100.838
2006,203,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),54.996,54996.0,0.43
2006,208,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),17.655,17655.0,0.078
2006,246,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),9.574,9574.0,0.045
2006,251,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),73.713,73713.0,9.2
2006,276,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),1396.522,1396522.0,46.348
2006,344,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),8673.643,8673643.0,58.674
2006,372,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),10.959,10959.0,0.5
2006,376,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),106.836,106836.0,1.915
2006,380,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),652.608,652608.0,16.741
2006,392,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),450.364,450364.0,9.147
2006,408,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),1393.823,1393823.0,21.029
2006,410,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),3380.028,3380028.0,20.19
2006,454,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),0.405,405.0,0.03
2006,458,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),288.62,288620.0,41.601
2006,484,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),0.226,226.0,0.008
2006,490,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),933.62,933620.0,19.495
2006,504,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),7.72,7720.0,0.1
2006,528,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),972.408,972408.0,0.431
2006,554,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),0.099,99.0,0.002
2006,579,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),3.586,3586.0,0.015
2006,608,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),164.123,164123.0,3.02
2006,643,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),100.494,100494.0,1.209
2006,702,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),27648.592,27648592.0,141.473
2006,710,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),26.488,26488.0,0.013
2006,724,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),44.961,44961.0,0.298
2006,752,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),15.753,15753.0,0.149
2006,757,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),114.035,114035.0,0.809
2006,764,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),634.159,634159.0,2.762
2006,784,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),23.47,23470.0,0.425
2006,826,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),577.966,577966.0,5.134
2006,842,699,854290,8542,Electronic Integrated Circuits (ICs / Chips),3881.25,3881250.0,50.497
2007,4,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),0.308,308.0,0.002
2007,36,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),2158.512,2158512.0,133.853
2007,56,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),3.023,3023.0,0.06
2007,124,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),14.555,14555.0,0.002
2007,156,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),17356.832,17356832.0,41.669
2007,208,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),62.995,62995.0,1.128
2007,246,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),210.233,210233.0,2.939
2007,251,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),66.062,66062.0,2.942
2007,276,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),15533.983,15533983.0,48.6
2007,344,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),948.666,948666.0,2.61
2007,372,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),3.015,3015.0,0.009
2007,380,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),2484.839,2484839.0,34.96
2007,392,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),17569.87,17569870.0,219.37
2007,408,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),493.357,493357.0,5.364
2007,410,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),2698.535,2698535.0,9.777
2007,417,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),1.75,1750.0,0.008
2007,458,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),281.221,281221.0,22.136
2007,490,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),1202.062,1202062.0,59.294
2007,579,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),5369.066,5369066.0,38.794
2007,608,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),30.035,30035.0,0.019
2007,616,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),177.491,177491.0,2.939
2007,643,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),267.115,267115.0,2.336
2007,702,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),5024.814,5024814.0,41.436
2007,703,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),0.001,1.0,0.001
2007,710,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),0.822,822.0,0.2
2007,724,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),495.661,495661.0,83.335
2007,757,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),262.88,262880.0,1.079
2007,764,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),110.263,110263.0,0.225
2007,784,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),553.773,553773.0,46.475
2007,804,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),39.602,39602.0,0.046
2007,826,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),459.445,459445.0,12.354
2007,842,699,381800,3818,Chemical Elements for Electronics (Doped Silicon Wafers etc.),14553.081,14553081.0,753.65
2007,36,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),9.386,9386.0,0.139
2007,40,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),579.52,579520.0,2.553
2007,56,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),201.162,201162.0,1.065
2007,76,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),58.839,58839.0,0.016
2007,100,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.462,462.0,0.01
2007,112,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),244.846,244846.0,3.415
2007,124,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1290.005,1290005.0,0.217
2007,156,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),101072.996,101072996.0,368.804
2007,188,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),12.113,12113.0,0.004
2007,191,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.163,163.0,0.005
2007,203,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),4.995,4995.0,0.023
2007,208,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),301.895,301895.0,1.055
2007,233,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.614,614.0,0.002
2007,246,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1048.505,1048505.0000000001,2.897
2007,251,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),2988.702,2988702.0,7.919
2007,276,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),10905.978,10905978.0,49.19
2007,344,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),49781.399,49781399.0,150.841
2007,348,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),335.135,335135.0,4.711
2007,360,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),311.89,311890.0,0.05
2007,372,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),82.842,82842.0,0.601
2007,376,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),528.358,528358.0,0.101
2007,380,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),822.671,822671.0,2.803
2007,392,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),13014.331,13014331.0,52.273
2007,408,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),295.663,295663.0,0.622
2007,410,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),13632.764,13632764.0,16.801
2007,428,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),11.423,11423.0,0.048
2007,440,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.18,180.0,
2007,442,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),25.631,25631.0,0.005
2007,458,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),20289.379,20289379.0,13.804
2007,470,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),195.004,195004.0,0.004
2007,484,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),678.484,678484.0,0.46
2007,490,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),12683.74,12683740.0,28.664
2007,504,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1063.447,1063447.0,10.574
2007,528,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),3292.922,3292922.0,18.365
2007,554,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),19.582,19582.0,0.049
2007,579,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1344.597,1344597.0,5.497
2007,608,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),4249.636,4249636.0,3.788
2007,616,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),18.069,18069.0,0.108
2007,642,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.185,185.0,
2007,643,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),68.911,68911.0,0.017
2007,682,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),2.83,2830.0,0.055
2007,686,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),3.462,3462.0,
2007,702,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),30586.153,30586153.0,232.159
2007,703,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),45.068,45068.0,0.152
2007,704,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1.496,1496.0,
2007,705,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),9.881,9881.0,0.393
2007,710,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),101.346,101346.0,
2007,724,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),506.407,506407.0,1.582
2007,752,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),81.881,81881.0,27.322
2007,757,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),1575.022,1575022.0,1.489
2007,764,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),2473.071,2473071.0,8.45
2007,784,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),502.052,502052.0,0.361
2007,788,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.012,12.0,
2007,792,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),22.104,22104.0,0.511
2007,798,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),107.824,107824.0,0.527
2007,800,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.61,610.0,0.003
2007,804,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),0.154,154.0,0.001
2007,826,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),10575.376,10575376.0,16.95
2007,842,699,854211,8542,Electronic Integrated Circuits (ICs / Chips),11325.102,11325102.0,13.361
2007,36,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1231.595,1231595.0,9.674
2007,40,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),277.898,277898.0,0.714
2007,56,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),571.144,571144.0,0.129
2007,76,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),5.887,5887.0,0.011
2007,100,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),3.574,3574.0,0.019
2007,112,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),843.425,843425.0,10.366
2007,124,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1022.001,1022001.0,1.947
2007,144,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),6.737,6737.0,0.053
2007,156,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),41038.935,41038935.0,650.023
2007,188,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),270.1,270100.0,0.04
2007,203,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),459.197,459197.0,0.625
2007,208,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),43.905,43905.0,0.079
2007,233,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.258,258.0,0.005
2007,246,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),541.154,541154.0,1.05
2007,251,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),4775.807,4775807.0,13.235
2007,276,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),9614.479,9614479.0,19.358
2007,344,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),14276.784,14276784.0,197.492
2007,348,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),355.21,355210.0,0.433
2007,360,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),926.387,926387.0,5.142
2007,372,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1098.963,1098963.0,1.199
2007,376,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),2745.927,2745927.0,2.759
2007,380,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1958.898,1958898.0,1.702
2007,388,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),28.164,28164.0,
2007,392,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),32229.321,32229321.0,352.165
2007,408,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1773.864,1773864.0,17.224
2007,410,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),50197.352,50197352.0,199.242
2007,428,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1.65,1650.0,0.004
2007,440,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.287,287.0,
2007,458,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),19754.241,19754241.0,119.056
2007,470,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),540.617,540617.0,1.299
2007,478,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.426,426.0,0.015
2007,484,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1213.008,1213008.0,13.81
2007,490,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),24709.124,24709124.0,68.485
2007,500,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.401,401.0,0.004
2007,504,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),4853.734,4853734.0,74.916
2007,528,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),990.166,990166.0,1.142
2007,554,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),36.568,36568.0,0.006
2007,579,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),23.197,23197.0,0.066
2007,608,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),18005.859,18005859.0,116.789
2007,616,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),42.314,42314.0,0.063
2007,620,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1.416,1416.0,0.004
2007,642,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.25,250.0,
2007,643,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),67.682,67682.0,0.08
2007,682,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1.234,1234.0,
2007,686,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),29.749,29749.0,0.655
2007,702,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),110913.113,110913113.0,2771.13
2007,703,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),0.647,647.0,0.007
2007,705,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),7.789,7789.0,0.129
2007,710,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),1143.803,1143803.0,5.749
2007,724,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),83.543,83543.0,3.57
2007,748,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),8.389,8389.0,0.775
2007,752,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),60.0,60000.0,0.082
2007,757,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),414.534,414534.0,0.438
2007,764,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),11140.009,11140009.0,63.226
2007,784,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),2321.439,2321439.0,0.397
2007,792,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),34.267,34267.0,0.228
2007,804,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),148.582,148582.0,1.065
2007,826,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),12415.647,12415647.0,21.985
2007,842,699,854219,8542,Electronic Integrated Circuits (ICs / Chips),24443.895,24443895.0,55.898
2007,36,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),8.358,8358.0,0.071
2007,40,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),15.622,15622.0,0.097
2007,112,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),43.97,43970.0,2.081
2007,124,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),24.909,24909.0,0.882
2007,156,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4226.934,4226934.0,73.474
2007,188,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),314.477,314477.0,0.024
2007,203,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1.403,1403.0,0.03
2007,208,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4.59,4590.0,0.016
2007,246,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),86.684,86684.0,0.051
2007,251,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),258.563,258563.0,4.611
2007,276,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1212.139,1212139.0,14.758
2007,344,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1719.405,1719405.0,30.255
2007,348,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),87.101,87101.0,0.171
2007,360,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),359.921,359921.0,0.643
2007,372,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),138.764,138764.0,0.354
2007,376,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),165.214,165214.0,0.309
2007,380,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),37.356,37356.0,0.235
2007,392,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),7664.825,7664825.0,22.42
2007,408,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),192.113,192113.0,0.352
2007,410,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4318.625,4318625.0,43.229
2007,458,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),2960.366,2960366.0,21.611
2007,466,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),2.861,2861.0,0.006
2007,470,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),12.133,12133.0,0.019
2007,484,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),110.219,110219.0,1.692
2007,490,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4294.164,4294164.0,24.513
2007,504,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),487.587,487587.0,9.887
2007,528,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),93.949,93949.0,0.147
2007,608,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1684.054,1684054.0,18.052
2007,702,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),27558.092,27558092.0,189.956
2007,704,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),0.637,637.0,0.012
2007,705,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),44.031,44031.0,0.945
2007,710,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4.897,4897.0,0.018
2007,724,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),2.975,2975.0,0.004
2007,752,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),18.674,18674.0,0.001
2007,757,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),137.263,137263.0,0.226
2007,764,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),1359.683,1359683.0,25.121
2007,784,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4.268,4268.0,0.016
2007,804,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),638.382,638382.0,0.3
2007,826,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),2067.67,2067670.0,5.942
2007,842,699,854220,8542,Electronic Integrated Circuits (ICs / Chips),4490.524,4490524.0,9.49
2007,40,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),3.568,3568.0,
2007,112,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),15.078,15078.0,
2007,124,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),3.701,3701.0,
2007,156,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),490.027,490027.0,
2007,188,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),302.899,302899.0,
2007,208,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1.157,1157.0,
2007,246,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),0.038,38.0,
2007,251,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),51.373,51373.0,
2007,276,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),266.122,266122.0,
2007,344,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),105.935,105935.0,
2007,348,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),1.879,1879.0,
2007,360,699,854280,8542,Electronic Integrated Circuits (ICs / Chips),29.957,29957.0,
